Reference Number,Publication Title,Publication Authors,Publication Journal,Publication Volume,Publication Pages,Publication Year,Study Location,Experimental Design,Treatment Description,Treatment Dosage,Treatment Dosage Units,Animals per Treatment,Treatment Code,Treatment Type,Animal Metabolic Status,Rumen Cannulation Status,Animal Housing Type,Animal Feeding Type,Diet Acclimation Days,Data Collection Days,Total Treatment Days,Feed Analysis Method,Animal sex: 1 = Male; 2= Female,Animal Age (months),"Animal BW, kg",Methane Measurement Method,DIM,"ADG, kg/d ",ADG SEM,ADG SD,Intake strategy,Diet Forage #1,"Diet Forage #1, % Diet DM",Diet Forage #2,"Diet forage #2, % Diet DM",Supplemental Feed Ingredients,"Diet Forage, %DM","DMI, kg/d",DMI SEM,DMI SED,DMI SD,"Diet GE, Mcal/kg DM","Diet CP, %DM","Diet Fatty Acids, %DM","Diet EE, %DM","Diet Ash, %DM","Diet NDF, %DM","Diet ADF, %DM","Diet Lignin, %DM","Diet Starch, %DM",Rumen pH,Rumen pH SEM,Rumen pH SED,Rumen pH SD,"Rumen Ammonia, mM",Rumen Ammonia SEM,Rumen Ammonia SED,Rumen Ammonia SD,"Rumen VFA, mM",Rumen VFA SEM,Rumen VFA SED,Rumen VFA SD,"Rumen Acetate, mol/100 mol",Rumen Acetate SEM,Rumen Acetate SED ,Rumen Acetate SD ,"Rumen Propionate, mol/100 mol",Rumen Propionate SEM,Rumen Propionate SED,Rumen Propionate  SD,"Rumen Butyrate, mol/100 mol",Rumen Butyrate SEM,Rumen Butyrate SED,Rumen Butyrate SD,Rumen Sampling Method,"TTDM dig, %",TTDM dig SEM,TTDM dig SED,TTDM dig SD,"TTOM dig, % ",TTOM dig SEM,TTOM dig SED,TTOM dig SD,"TTCP dig, %",TTCP dig SEM,TTCP dig SED,TTCP dig SD,"TTGE dig, %",TTGE dig SEM,TTGE dig SED,TTGE dig SD,"TTNDF dig, %",TTNDF dig SEM,TTNDF dig SED,TTNDF dig SD,"TTADF dig, %",TTADF dig SEM,TTADF dig SED,TTADF dig SD,"TTStarch dig, %",TTStarch dig SEM,TTStarch dig SED,"Fecal N, g/d",Fecal N SEM,Fecal N SED,Fecal N SD,"Urine N, g/d",Urine N SEM,Urine N SED,Urine N SD,"Milk N, g/d",Milk N SEM,Milk N SED,"Milk, kg/d",Milk SEM,Milk SED,Milk SD,"Milk Fat, %",Milk Fat SEM,Milk Fat SED,Milk Fat SD,"Milk CP, %",Milk CP SEM,Milk CP SED,Milk CP SD,"Milk TP, %",Milk TP SEM,Milk TP SED,Milk TP SD,"Milk Lactose, %",Milk Lactose SEM,Milk Lactose SED,Milk Lactose SD,"ECM, kg/d",ECM SEM,ECM SED,ECM SD,"FCM 3.5%, kg/d",FCM 3.5% SEM,"FCM 4%, kg",FCM 4% SEM,"SCM, kg/d","SCM, SEM","FPCM, kg/d",FPCM SEM,FPCM SED,FPCM SD,"MUN, mg/dL",MUN SEM,MUN SD,"CH4, g/d ",CH4 SEM,CH4 SED,CH4 SD,"CH4/DMI, g/kg","CH4/DMI, SEM","CH4/DMI, SED","CH4/DMI, SD","CH4, %GEI","CH4, %GEI SEM","CH4, %GEI SED","CH4, %GEI SD","CH4/Milk, g/kg","CH4/Milk,SEM","CH4/Milk, SED","CH4/Milk, SD","CH4/ECM, g/kg","CH4/ECM,SEM","CH4/ECM, SED","CH4/ECM, SD",CH4/BW Gain g/kg,"CH4/BW Gain, g/kg SEM","H2, g/d",H2 SEM,H2 SD,H2/DMI g/kg,H2/DMI g/kg SEM,"H2/DMI, g/kg SED",H2/DMI g/kg SD,"CO2, g/d ",CO2 SEM,CO2 SED,CO2 SD,"CO2/DMI, g/kg","CO2/DMI, g/kg SEM","CO2/DMI, g/kg SED","CO2/DMI, g/kg SD"
246,"Enteric and manure-derived methane and nitrogen emissions as well as metabolic energy losses in cows fed balanced diets based on maize, barley or grass hay. ","Klevenhusen, F., Kreuzer, M., & Soliva, C. R.",Animal,5,450-461,2010,Switzerland,Randomized block design,barley diet,,,6,barley diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,649,Respiration chamber,215,,,,Ad libitum,Straw,45.9,,,"Barley grain, soybean meal, molasses, urea, minerals",45.9,15.1,0.82,,,4.30,21.7,,,5.6,46.5,26.3,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,1.41,,,76.8,1.3,,,,,,,50.3,2.24,,,44.6,2.46,,,,,,118,5.8,,,248,12.8,,,,,,15.2,1.008,,,4.17,0.206,,,3.51,0.072,,,,,,,4.8,0.046,,,,,,,,,,,,,,,,,28.2,0.974,,364,20.4,,,24,0.9,,,7.1,0.26,,,23.6,1.8,,,,,,,,,,,,,,,,,,,,,,,
246,"Enteric and manure-derived methane and nitrogen emissions as well as metabolic energy losses in cows fed balanced diets based on maize, barley or grass hay. ","Klevenhusen, F., Kreuzer, M., & Soliva, C. R.",Animal,5,450-461,2010,Switzerland,Randomized block design,maize diet,,,6,maize diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,649,Respiration chamber,215,,,,Ad libitum,Corn stover,44.4,Corn whole plant pellets,36.8,"Corn gluten, molasses, urea, minerals",81.2,13.4,0.82,,,4.28,21.1,,,8.6,46.3,27.4,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,1.41,,,75,1.3,,,,,,,54.6,2.24,,,52,2.46,,,,,,116,5.8,,,142,12.8,,,,,,15,1.008,,,4.22,0.206,,,3.35,0.072,,,,,,,4.76,0.046,,,,,,,,,,,,,,,,,26.3,0.974,,303,20.4,,,22.8,0.9,,,6.8,0.26,,,22.1,1.8,,,,,,,,,,,,,,,,,,,,,,,
246,"Enteric and manure-derived methane and nitrogen emissions as well as metabolic energy losses in cows fed balanced diets based on maize, barley or grass hay. ","Klevenhusen, F., Kreuzer, M., & Soliva, C. R.",Animal,5,450-461,2010,Switzerland,Randomized block design,hay diet (rye grass),,,6,hay diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,649,Respiration chamber,215,,,,Ad libitum,Grass hay,98.4,,,Minerals,98.4,13.5,0.82,,,4.20,21.1,,,13.5,52.9,25.6,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,1.41,,,77,1.3,,,,,,,76.8,2.24,,,71.3,2.46,,,,,,105,5.8,,,168,12.8,,,,,,14.1,1.008,,,4.38,0.206,,,3.33,0.072,,,,,,,4.59,0.046,,,,,,,,,,,,,,,,,20.4,0.974,,338,20.4,,,25.1,0.9,,,7.9,0.26,,,23.6,1.8,,,,,,,,,,,,,,,,,,,,,,,
248,Effect of the carbohydrate composition of feed concentratates on methane emission from dairy cows and their slurry. ,"Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., Jörg, B., & Kreuzer, M. ",Environmental monitoring and assessment,107,329-350,2005,Switzerland,Change Over ,apple pulp diet,,,6,apple pulp diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,595,Respiration chamber,,,,,Ad libitum,Grass silage,22.5,Grass hay,16.5,"apple pulp, oat, fat, soybean meal, urea",50,14.19,1.344,,,,16,,4.2,8.3,40.1,29.1,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7,0.78,,,70.1,0.77,,,,,,,,,,,57.6,1.38,,,55,1.46,,,,,,128.9,14.9,,,72.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,25.8,,,24.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Effect of the carbohydrate composition of feed concentratates on methane emission from dairy cows and their slurry. ,"Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., Jörg, B., & Kreuzer, M. ",Environmental monitoring and assessment,107,329-350,2005,Switzerland,Change Over ,J. artichoke diet,,,6,J. aritchoke diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,595,Respiration chamber,,,,,Ad libitum,Grass silage,22.5,Grass hay,16.5,"Jerusalem artichoke, soybean meal, urea",50,16.23,1.344,,,,16.9,,2.2,9.2,31.9,20.5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,0.78,,,74.4,0.77,,,,,,,,,,,56.3,1.38,,,56.8,1.46,,,,,,133.5,14.9,,,102.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,25.8,,,23.6,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Effect of the carbohydrate composition of feed concentratates on methane emission from dairy cows and their slurry. ,"Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., Jörg, B., & Kreuzer, M. ",Environmental monitoring and assessment,107,329-350,2005,Switzerland,Change Over ,molasses diet,,,6,molasses diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,595,Respiration chamber,,,,,Ad libitum,Grass silage,22.5,Grass hay,16.5,"Molasses, wheat, fat, soybean meal, urea ",50,15.48,1.344,,,,15.1,,2.3,8.5,35.5,22.3,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,0.78,,,72,0.77,,,,,,,,,,,55.6,1.38,,,56.3,1.46,,,,,,142.7,14.9,,,71.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,25.8,,,24.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Effect of the carbohydrate composition of feed concentratates on methane emission from dairy cows and their slurry. ,"Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., Jörg, B., & Kreuzer, M. ",Environmental monitoring and assessment,107,329-350,2005,Switzerland,Change Over ,oat hulls diet,,,6,oat hulls diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,595,Respiration chamber,,,,,Ad libitum,Grass silage,22.5,Grass hay,16.5,"oat hulls, oat, fat, soybean meal",50,16.07,1.344,,,,13.9,,5.4,7.7,51.3,30.4,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,0.78,,,58.6,0.77,,,,,,,,,,,46.8,1.38,,,47.2,1.46,,,,,,119.4,14.9,,,98.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,25.8,,,20.7,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Effect of the carbohydrate composition of feed concentratates on methane emission from dairy cows and their slurry. ,"Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., Jörg, B., & Kreuzer, M. ",Environmental monitoring and assessment,107,329-350,2005,Switzerland,Change Over ,soybean hulls diet,,,6,soybean hulls diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,595,Respiration chamber,,,,,Ad libitum,Grass silage,22.5,Grass hay,16.5,"soybean hulls, oat, fat, soybean meal, urea",50,17.29,1.344,,,,14.9,,4.9,8.8,51.8,36.5,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,0.78,,,68.4,0.77,,,,,,,,,,,65.6,1.38,,,64.6,1.46,,,,,,164.1,14.9,,,85.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,25.8,,,25,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Effect of the carbohydrate composition of feed concentratates on methane emission from dairy cows and their slurry. ,"Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., Jörg, B., & Kreuzer, M. ",Environmental monitoring and assessment,107,329-350,2005,Switzerland,Change Over ,wheat diet,,,6,wheat diet,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,595,Respiration chamber,,,,,Ad libitum,Grass silage,22.5,Grass hay,16.5,"wheat, fat, soybean meal, urea",50,16.4,1.344,,,,14.4,,5.1,8.6,40.5,23.8,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9,0.78,,,70.4,0.77,,,,,,,,,,,60.4,1.38,,,56.4,1.46,,,,,,120.6,14.9,,,76.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,25.8,,,25.3,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Methane emission, nutrient degradation and nitrogen turnover in dairy cows and their slurry at different milk production scenarios with and without concentrate supplementation. ","Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., & Kreuzer, M. ","Agriculture, Ecosystems & Environment",113,150-161,2006,Switzerland,Change Over ,maize silage and grass silage with concentrate,,,5,MG+30,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,653,Respiration chamber,74,,,,Restricted,Grass silage,24,Corn silage,26,"barley, wheat bran, soybean meal, urea",50,20.9,0.41,,,4.54,15.8,,2.39,7.4,42.4,21.8,3.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,7.5,,,146,18.6,,,,,,30.6,1.08,,,4.14,0.183,,,3.32,0.191,,,,,,,5.02,0.072,,,,,,,,,,,,,,,,,,,,441,16.6,,,21.1,0.91,,,6.14,0.269,,,14.4,3.64,,,,,,,,,,,,,,,,,,,,,,,
249,"Methane emission, nutrient degradation and nitrogen turnover in dairy cows and their slurry at different milk production scenarios with and without concentrate supplementation. ","Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., & Kreuzer, M. ","Agriculture, Ecosystems & Environment",113,150-161,2006,Switzerland,Change Over ,hay and grass silage with concentrate,,,5,HG+20,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,619,Respiration chamber,197,,,,Restricted,Grass hay,30,Grass silage,20,"barley, wheat bran, urea",50,19.6,0.41,,,4.42,15.6,,2.04,8.7,49.3,24.9,4.1,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,7.5,,,160,18.6,,,,,,21.3,1.08,,,4.23,0.183,,,3.56,0.191,,,,,,,4.79,0.072,,,,,,,,,,,,,,,,,,,,414,16.6,,,21.2,0.91,,,6.31,0.269,,,19.6,3.64,,,,,,,,,,,,,,,,,,,,,,,
249,"Methane emission, nutrient degradation and nitrogen turnover in dairy cows and their slurry at different milk production scenarios with and without concentrate supplementation. ","Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., & Kreuzer, M. ","Agriculture, Ecosystems & Environment",113,150-161,2006,Switzerland,Change Over ,maize silage and grass silage,,,5,MG-20,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,584,Respiration chamber,197,,,,Restricted,Grass silage,48,Corn silage,52,None,100,14.3,0.41,,,4.59,11.3,,2.58,7.4,50.9,31.1,4.3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,7.5,,,59,18.6,,,,,,19.5,1.08,,,4.05,0.183,,,2.99,0.191,,,,,,,4.87,0.072,,,,,,,,,,,,,,,,,,,,369,16.6,,,25.9,0.91,,,7.4,0.269,,,18.9,3.64,,,,,,,,,,,,,,,,,,,,,,,
249,"Methane emission, nutrient degradation and nitrogen turnover in dairy cows and their slurry at different milk production scenarios with and without concentrate supplementation. ","Hindrichsen, I. K., Wettstein, H. R., Machmüller, A., & Kreuzer, M. ","Agriculture, Ecosystems & Environment",113,150-161,2006,Switzerland,Change Over ,hay and grass silage,,,5,HG-10,Diet Reformulation,Lactating,Non-cannulated,Individual,Component,14,8,22,Wet Chemistry,2,,611,Respiration chamber,308,,,,Restricted,Grass hay,60,Grass silage,40,None,100,13.5,0.41,,,4.42,12.6,,1.8,9.7,56.4,35.2,5.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.5,,,71,18.6,,,,,,10,1.08,,,4.85,0.183,,,3.74,0.191,,,,,,,4.69,0.072,,,,,,,,,,,,,,,,,,,,323,16.6,,,23.9,0.91,,,7.14,0.269,,,35.8,3.64,,,,,,,,,,,,,,,,,,,,,,,
250,"Digestive and metabolic utilization of lauric, myristic and stearic acid in cows, and associated effects on milk fat quality.","Dohme, F., Machmüller, A., Sutter, F., & Kreuzer, M. ",Archives of Animal Nutrition,58,99-116,2004,Switzerland,Randomized block design,Lauric acid (12:0),40,g/kg DM,6,C12:0,Lipid,Lactating,Non-cannulated,Individual,Component,9,6,15,Wet Chemistry,2,,643,Respiration chamber,,,,,Ad libitum,Grass silage,30.6,Corn silage,19.2,"barley, corn gluten, molasses, minerals",60,14.7,0.77,,,,15.6,,,8,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,1,,,,,,,,,,,53.6,2.25,,,,,,,,,,135,10,,,85,8.2,,,,,,25.8,1.45,,,,,,,3.03,0.007,,,,,,,4.96,0.004,,,,,,,,,,,,,,,,,,,,302.232,16.9106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"Digestive and metabolic utilization of lauric, myristic and stearic acid in cows, and associated effects on milk fat quality.","Dohme, F., Machmüller, A., Sutter, F., & Kreuzer, M. ",Archives of Animal Nutrition,58,99-116,2004,Switzerland,Randomized block design,Myristic acid (14:0),40,g/kg DM,6,C14:0,Lipid,Lactating,Non-cannulated,Individual,Component,9,6,15,Wet Chemistry,2,,612,Respiration chamber,,,,,Ad libitum,Grass silage,30.6,Corn silage,19.2,"barley, corn gluten, molasses, minerals",60,17.8,0.77,,,,15.9,,,8.2,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,1,,,,,,,,,,,57.3,2.25,,,,,,,,,,162,10,,,99,8.2,,,,,,28.5,1.45,,,,,,,3.09,0.007,,,,,,,4.97,0.004,,,,,,,,,,,,,,,,,,,,365.197,16.9106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"Digestive and metabolic utilization of lauric, myristic and stearic acid in cows, and associated effects on milk fat quality.","Dohme, F., Machmüller, A., Sutter, F., & Kreuzer, M. ",Archives of Animal Nutrition,58,99-116,2004,Switzerland,Randomized block design,Stearic acid (18:0),40,g/kg DM,6,C18:0,Lipid,Lactating,Non-cannulated,Individual,Component,9,6,15,Wet Chemistry,2,,626,Respiration chamber,,,,,Ad libitum,Grass silage,30.6,Corn silage,19.2,"barley, corn gluten, molasses, minerals",60,17.9,0.77,,,,15.8,,,8.1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,1,,,,,,,,,,,57.6,2.25,,,,,,,,,,182,10,,,108,8.2,,,,,,27.6,1.45,,,,,,,3.17,0.007,,,,,,,5.16,0.004,,,,,,,,,,,,,,,,,,,,383.187,16.9106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Feeding nitrate and docosahexaenoic acid affects enteric methane production and milk fatty acid composition in lactating dairy cows. ,"Klop, G., Hatew, B., Bannink, A., & Dijkstra, J.",Journal of Dairy Science,99,1161-1172,2016,Netherlands,Randomized block design,21 g/kg DM nitrate + 3 g/kg DM DHA,24,g/kg DM,7,NO3+DHA,Combination,Lactating,Non-cannulated,Free Stall Barn ,TMR,12,5,17,Wet Chemistry,2,,618,Respiration chamber,125,,,,Restricted,Corn silage,49,Grass silage,21,"wheat, corn, beet pulp, treated soybean meal, molasses",70,16.4,0.81,,,4.25,16.6,,3.2,7.4,35.7,19.8,1.8,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,0.72,,,77.3,0.67,,,69.8,1.1,,,75.1,0.75,,,65.1,1.31,,,,,,,99.6,0.18,,,,,,,,,,,,,28,1.64,,,2.94,0.212,,,,,,,2.95,0.068,,,4.62,0.069,,,,,,,,,,,,,23.8,1.58,,,11.2,0.88,,298,14.5,,,18.2,0.52,,,5.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Feeding nitrate and docosahexaenoic acid affects enteric methane production and milk fatty acid composition in lactating dairy cows. ,"Klop, G., Hatew, B., Bannink, A., & Dijkstra, J.",Journal of Dairy Science,99,1161-1172,2016,Netherlands,Randomized block design,Control,0,g/kg DM,7,CON,Control,Lactating,Non-cannulated,Free Stall Barn ,TMR,12,5,17,Wet Chemistry,2,,598,Respiration chamber,125,,,,Restricted,Corn silage,49,Grass silage,21,"wheat, corn, beet pulp, treated soybean meal, molasses",70,16.5,0.81,,,4.28,16.5,,2.9,7.4,35.4,19.9,1.8,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,73.9,0.72,,,75.6,0.67,,,70.8,1.1,,,73.4,0.75,,,61,1.31,,,,,,,99,0.18,,,,,,,,,,,,,27.8,1.64,,,4.09,0.212,,,,,,,3.12,0.068,,,4.48,0.069,,,,,,,,,,,,,27.9,1.58,,,11.4,0.88,,363,14.5,,,22,0.52,,,6.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Feeding nitrate and docosahexaenoic acid affects enteric methane production and milk fatty acid composition in lactating dairy cows. ,"Klop, G., Hatew, B., Bannink, A., & Dijkstra, J.",Journal of Dairy Science,99,1161-1172,2016,Netherlands,Randomized block design,21 g/kg DM nitrate,21,g/kg DM,7,NO3,Electron Acceptor,Lactating,Non-cannulated,Free Stall Barn ,TMR,12,5,17,Wet Chemistry,2,,572,Respiration chamber,125,,,,Restricted,Corn silage,49,Grass silage,21,"wheat, corn, beet pulp, treated soybean meal, molasses",70,15.7,0.81,,,4.23,16.5,,2.9,7.4,35.6,19.8,1.8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,0.72,,,73.2,0.67,,,69.7,1.1,,,70.3,0.75,,,55.3,1.31,,,,,,,99.3,0.18,,,,,,,,,,,,,25.1,1.64,,,3.95,0.212,,,,,,,3.04,0.068,,,4.56,0.069,,,,,,,,,,,,,24.7,1.58,,,11.4,0.88,,263,14.5,,,16.9,0.52,,,5.3,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Feeding nitrate and docosahexaenoic acid affects enteric methane production and milk fatty acid composition in lactating dairy cows. ,"Klop, G., Hatew, B., Bannink, A., & Dijkstra, J.",Journal of Dairy Science,99,1161-1172,2016,Netherlands,Randomized block design,3 g/kg DM DHA (Docosahexaenoic acid),3,g/kg DM,7,DHA,Lipid,Lactating,Non-cannulated,Free Stall Barn ,TMR,12,5,17,Wet Chemistry,2,,592,Respiration chamber,125,,,,Restricted,Corn silage,49,Grass silage,21,"wheat, corn, beet pulp, treated soybean meal, molasses",70,16.5,0.81,,,4.30,16.3,,3.4,7.4,35.1,19.8,1.8,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,0.72,,,76.9,0.67,,,68.6,1.1,,,74.6,0.75,,,63.6,1.31,,,,,,,99.7,0.18,,,,,,,,,,,,,28,1.64,,,2.98,0.212,,,,,,,3.1,0.068,,,4.66,0.069,,,,,,,,,,,,,24.2,1.58,,,13.1,0.88,,369,14.5,,,22.4,0.52,,,7,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Increasing harvest maturity of whole-plant corn silage reduces methane emission of lactating dairy cows.,"Hatew, B., Bannink, A., van Laar, H., de Jonge, L. H., & Dijkstra, J.",Journal of Dairy Science,99,354-368,2016,Netherlands,Randomized block design,"Corn silage at late stage of maturity, 40%DM",,,7,T40,Diet Reformulation,Lactating,Both,Individual,TMR,12,4,16,Wet Chemistry,2,,605,Respiration chamber,103,,,,Restricted,Corn silage,75,Straw,5,"Soybean meal, formaldehyde treated soybean meal, corn, rapeseed meal, urea",80,18,0.84,,,4.39,14.2,,2.4,5.3,32.5,18.3,1.2,32.6,6.44,0.032,,,5.72,0.77,,,105.8,3.37,,,65.1,0.50,,,18.5,0.51,,,11.7,0.92,,,,66.9,1.48,,,69,1.43,,,66.1,1.31,,,66.9,1.46,,,44,2.82,,,,,,,97.8,0.15,,,,,,,,,,,,,28.7,0.48,,,4.54,0.02,,,,,,,3.23,0.088,,,4.72,0.047,,,,,,,,,,,,,30.1,1.57,,,,,,361,15.9,,,20.1,0.75,,,6,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Increasing harvest maturity of whole-plant corn silage reduces methane emission of lactating dairy cows.,"Hatew, B., Bannink, A., van Laar, H., de Jonge, L. H., & Dijkstra, J.",Journal of Dairy Science,99,354-368,2016,Netherlands,Randomized block design,"Corn silage at medium stage of maturity, 32%DM",,,7,T32,Diet Reformulation,Lactating,Both,Individual,TMR,12,4,16,Wet Chemistry,2,,572,Respiration chamber,103,,,,Restricted,Corn silage,75,Straw,5,"Soybean meal, formaldehyde treated soybean meal, corn, rapeseed meal, urea",80,18.5,0.84,,,4.39,14.2,,2.5,5.5,33.2,19.3,1.1,30.4,6.56,0.032,,,7.39,0.77,,,96.5,3.37,,,63.9,0.50,,,17.9,0.51,,,14,0.92,,,,69.1,1.48,,,71.2,1.43,,,66.8,1.31,,,69,1.46,,,47.4,2.82,,,,,,,98.5,0.15,,,,,,,,,,,,,28.6,0.48,,,4.33,0.02,,,,,,,3.27,0.088,,,4.78,0.047,,,,,,,,,,,,,29.7,1.57,,,,,,386,15.9,,,21,0.75,,,6.3,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Increasing harvest maturity of whole-plant corn silage reduces methane emission of lactating dairy cows.,"Hatew, B., Bannink, A., van Laar, H., de Jonge, L. H., & Dijkstra, J.",Journal of Dairy Science,99,354-368,2016,Netherlands,Randomized block design,"Corn silage at very early stage of maturity, 25% DM",,,7,T25,Diet Reformulation,Lactating,Both,Individual,TMR,12,4,16,Wet Chemistry,2,,618,Respiration chamber,103,,,,Restricted,Corn silage,75,Straw,5,"Soybean meal, formaldehyde treated soybean meal, corn, rapeseed meal, urea",80,18,0.84,,,4.44,14.5,,2.6,5.6,36.9,21.9,1.3,24.3,6.49,0.032,,,7.78,0.77,,,102.8,3.37,,,63.8,0.50,,,20.2,0.51,,,12,0.92,,,,70.7,1.48,,,72.5,1.43,,,70.3,1.31,,,70.8,1.46,,,53.5,2.82,,,,,,,98.8,0.15,,,,,,,,,,,,,30.8,0.48,,,4.01,0.02,,,,,,,3.11,0.088,,,4.77,0.047,,,,,,,,,,,,,30.2,1.57,,,,,,390,15.9,,,21.7,0.75,,,6.3,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Increasing harvest maturity of whole-plant corn silage reduces methane emission of lactating dairy cows.,"Hatew, B., Bannink, A., van Laar, H., de Jonge, L. H., & Dijkstra, J.",Journal of Dairy Science,99,354-368,2016,Netherlands,Randomized block design,"Corn silage at early stage of maturity, 28% DM",,,7,T28,Diet Reformulation,Lactating,Both,Individual,TMR,12,4,16,Wet Chemistry,2,,585,Respiration chamber,103,,,,Restricted,Corn silage,75,Straw,5,"Soybean meal, formaldehyde treated soybean meal, corn, rapeseed meal, urea",80,17.5,0.84,,,4.42,14.5,,2.6,5.5,35.9,21.2,1.2,26.6,6.43,0.032,,,8.10,0.77,,,108.6,3.37,,,65.2,0.50,,,18.7,0.51,,,11.8,0.92,,,,71.9,1.48,,,73.7,1.43,,,70,1.31,,,71.7,1.46,,,55.2,2.82,,,,,,,98.8,0.15,,,,,,,,,,,,,28.9,0.48,,,4.43,0.02,,,,,,,3.15,0.088,,,4.87,0.047,,,,,,,,,,,,,30,1.57,,,,,,400,15.9,,,23,0.75,,,6.7,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
